Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
1,257,16,2,24,1,1,0,0,0,0,0,0,0,0,0
1,132,28,2,30,0,0,0,1,0,0,1,0,0,0,0
1,223,4,7,22,1,0,2,1,0,1,1,1,0,0,0
1,419,10,11,70,3,0,2,0,2,1,2,0,0,0,0
1,176,20,1,20,0,1,0,0,0,0,0,0,0,0,0
0,83,18,1,18,1,0,0,0,0,0,0,0,0,0,0
1,366,10,12,70,3,0,2,1,0,1,2,0,0,0,0
1,198,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,90,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,122,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,356,12,4,26,0,1,2,0,0,0,0,0,0,0,0
1,203,16,2,24,1,0,1,0,0,0,0,1,0,0,0
1,33,12,2,14,0,1,0,0,0,0,0,0,0,0,0
1,139,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,201,14,7,54,1,0,5,0,0,1,0,0,0,0,0
1,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,227,12,6,36,1,0,1,0,1,1,1,0,0,0,0
1,244,30,9,52,1,3,1,2,1,0,1,0,0,0,0
1,59,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,228,24,12,58,6,0,3,0,0,1,2,1,0,0,0
1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,76,22,1,22,0,0,0,1,0,0,0,0,0,0,0
1,312,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,149,2,5,26,0,1,0,0,0,2,0,0,0,1,1
0,193,16,5,34,0,0,1,0,2,1,1,0,0,0,0
1,56,16,1,16,0,0,1,0,0,0,0,0,0,0,0
0,195,16,2,20,0,0,1,0,1,0,0,0,0,0,0
1,186,24,1,24,0,0,0,1,0,0,0,0,0,0,0
0,153,36,2,42,0,1,1,0,0,0,0,0,0,0,0
1,362,18,12,78,2,1,4,3,1,0,1,1,0,0,0
1,198,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,128,18,2,24,0,0,1,0,0,1,0,0,0,0,0
0,270,4,2,6,0,0,0,0,0,0,0,0,0,0,1
1,350,14,5,28,3,0,0,1,0,0,1,0,0,0,0
0,286,36,1,36,0,0,0,0,0,0,1,0,0,0,0
0,71,20,2,24,0,0,0,0,0,0,2,0,0,0,0
1,241,6,2,14,0,0,0,0,1,0,0,0,0,0,0
0,190,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,77,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,68,16,2,22,0,0,0,0,1,1,0,0,0,0,0
1,317,12,9,38,1,1,2,1,1,1,1,0,0,0,0
1,422,14,9,38,1,0,3,1,1,1,2,0,0,0,0
1,96,22,5,44,0,1,3,0,0,1,0,1,0,0,0
0,170,24,2,30,0,0,2,0,0,0,0,1,0,0,0
1,263,14,7,42,1,1,2,0,1,0,1,1,1,0,0
0,254,26,1,26,0,0,1,0,0,0,0,0,0,0,0
0,262,6,5,24,0,0,1,0,0,0,1,0,0,0,0
1,168,20,7,36,0,2,3,0,0,1,1,0,0,0,0
0,37,16,2,20,1,0,0,0,1,0,0,0,0,0,0
0,184,20,6,44,1,2,0,3,0,0,0,0,0,0,0
1,228,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,47,10,2,14,0,0,0,1,0,0,0,0,0,0,0
1,195,12,2,16,0,0,1,0,0,0,0,0,0,0,0
1,294,12,12,70,2,3,2,0,1,1,2,1,0,0,1
1,135,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,248,6,2,10,0,0,0,0,0,0,0,0,0,0,1
1,109,10,2,16,0,0,1,0,0,0,0,0,0,0,0
1,274,22,1,22,0,0,0,0,1,0,0,0,0,0,0
1,234,2,5,16,1,0,0,0,0,0,0,0,0,0,1
1,105,12,7,26,3,0,2,1,0,0,0,0,0,0,0
1,372,20,8,66,2,0,3,1,1,0,1,1,1,0,0
1,49,16,2,20,1,0,1,0,0,0,0,0,0,0,0
1,139,20,7,44,2,0,1,1,2,1,0,0,0,0,0
1,55,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,117,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,140,14,2,20,0,1,1,0,0,0,0,0,0,0,0
0,68,12,4,26,0,1,0,2,0,0,0,0,0,0,0
1,102,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,55,14,2,18,0,0,1,1,0,0,0,0,0,0,0
1,281,14,8,58,2,1,0,2,0,1,2,0,0,0,0
1,293,2,9,26,0,1,0,2,0,1,1,0,0,0,0
1,330,16,5,42,0,0,1,0,0,2,2,0,0,0,1
1,179,4,3,22,1,0,0,0,1,0,0,0,0,0,0
1,357,8,5,36,1,0,3,0,0,0,0,0,0,0,0
1,239,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,231,26,1,26,0,0,1,0,0,0,0,0,0,0,0
1,75,12,2,16,0,0,0,1,0,0,0,0,0,0,0
1,290,34,1,34,0,0,1,0,0,0,0,0,0,0,0
0,258,28,7,60,0,1,1,1,0,1,3,1,0,1,1
0,224,28,12,74,0,2,3,2,1,2,2,0,0,0,0
1,187,14,8,38,2,1,1,1,1,1,1,0,0,0,0
1,199,14,2,16,0,0,1,0,0,0,0,0,0,0,0
1,131,18,7,46,0,0,3,1,1,0,2,0,0,0,0
1,175,30,2,32,1,0,1,0,0,0,0,0,0,0,0
0,189,16,2,24,0,0,1,1,0,0,0,0,0,0,0
1,267,2,4,20,0,0,1,0,0,0,0,0,0,0,1
0,307,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,187,2,8,44,3,1,2,1,0,0,0,1,0,0,0
1,80,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,78,32,2,34,0,0,0,0,0,0,2,0,0,0,0
1,291,32,1,32,0,0,0,0,0,0,1,0,0,0,0
1,300,20,7,40,0,1,2,0,1,2,1,0,0,0,0
1,320,16,2,20,0,0,1,0,0,1,0,0,0,0,0
1,157,8,2,14,0,0,1,0,0,0,0,0,0,0,0
0,305,14,5,28,0,0,4,0,0,0,1,0,0,0,0
1,421,6,11,68,2,1,1,1,2,1,2,0,0,0,0
1,372,30,11,60,4,1,3,1,1,1,0,1,1,1,0
1,17,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,109,10,6,30,0,1,1,1,0,0,2,0,0,0,0
1,221,22,2,24,1,0,0,0,0,0,1,0,0,0,0
0,444,16,10,38,3,2,3,0,1,0,1,0,0,0,0
1,423,4,9,56,2,0,2,1,1,0,0,0,0,0,0
1,228,8,10,46,1,0,3,2,0,0,1,2,0,0,0
1,285,14,2,16,0,0,0,1,1,0,0,0,0,0,0
1,244,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,216,22,1,22,0,0,0,0,0,1,0,0,0,0,0
1,202,4,9,48,2,0,1,2,0,1,2,0,0,0,0
1,56,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,291,10,2,18,1,0,0,0,0,0,0,0,0,0,0
1,262,12,11,78,0,0,4,1,1,2,2,0,0,0,0
1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,263,20,12,80,4,1,3,2,0,2,0,0,0,0,0
1,222,14,3,24,0,2,1,0,0,0,0,1,0,0,0
1,157,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,362,14,11,62,2,0,5,3,0,1,0,0,0,0,0
1,186,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,357,18,10,56,4,1,0,1,1,0,3,0,0,0,0
1,211,4,6,18,0,0,1,0,0,0,0,0,0,0,0
1,150,6,5,28,0,0,2,1,0,0,0,0,0,0,1
1,281,12,2,18,1,0,0,0,0,0,0,0,0,0,0
0,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,106,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,217,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,262,28,2,30,0,0,0,0,0,0,2,0,0,0,0
1,332,2,9,26,3,0,1,1,0,0,0,1,0,0,0
1,281,36,11,92,3,0,2,1,1,1,3,0,0,0,0
1,239,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,224,32,1,32,0,0,0,1,0,0,0,0,0,0,0
1,392,8,12,60,1,2,2,0,1,0,3,1,1,0,0
1,188,22,5,48,1,0,1,1,1,0,1,0,0,0,0
1,338,26,5,40,0,0,2,0,1,1,1,1,1,1,0
1,394,14,8,48,3,1,1,0,1,1,1,0,0,0,0
1,47,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,276,20,3,26,0,0,1,1,1,0,0,1,0,0,0
1,199,16,4,30,2,1,0,0,0,0,1,0,0,0,0
1,37,14,2,20,0,0,1,1,0,0,0,0,0,0,0
1,384,6,8,26,1,0,1,1,1,0,0,1,1,0,0
0,172,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,181,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,211,20,1,20,1,0,0,0,0,0,0,0,0,0,0
1,299,20,1,20,0,0,1,0,0,0,0,0,0,0,0
0,108,26,2,28,0,0,1,1,0,0,0,0,0,0,0
1,419,14,11,62,3,0,5,0,2,0,1,0,0,0,0
1,406,14,10,72,1,1,3,1,0,1,2,0,0,0,0
1,351,36,4,50,1,1,0,0,0,2,0,0,0,0,0
0,400,6,11,52,1,0,3,2,0,3,0,0,0,0,1
1,287,12,2,18,0,1,0,0,0,0,0,0,0,0,0
1,423,12,10,34,2,1,2,0,4,0,0,1,1,0,0
1,131,14,4,28,0,0,3,1,0,0,0,0,0,0,0
1,305,6,9,24,0,0,4,0,1,1,2,0,0,0,0
0,400,4,8,44,1,0,2,1,0,1,1,0,0,0,0
1,124,14,4,32,0,0,2,0,1,0,1,0,0,0,0
0,354,6,9,30,2,1,1,1,0,1,0,1,0,1,0
1,165,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,282,12,8,60,0,0,2,0,2,1,2,0,0,0,0
1,240,12,2,16,0,0,1,0,0,0,0,0,0,0,0
0,181,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1,245,18,4,34,0,0,0,0,0,1,3,0,0,0,1
1,108,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,300,12,5,24,0,0,0,2,1,1,0,0,0,0,0
0,190,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,175,16,2,20,1,0,0,1,0,0,0,0,0,0,0
1,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,121,16,2,20,0,0,0,1,1,0,0,0,0,0,0
0,288,6,11,70,3,1,2,1,1,2,0,2,0,0,1
1,278,26,1,26,0,1,0,0,0,0,0,0,0,0,0
1,151,16,2,24,1,0,1,0,0,0,0,1,0,0,0
1,228,14,9,36,0,1,4,1,0,1,2,1,0,0,0
0,133,2,4,24,0,0,0,0,0,1,0,0,0,0,0
0,398,10,11,50,3,0,2,1,2,1,0,0,0,0,0
1,233,16,4,36,1,0,0,1,0,0,2,0,0,0,1
1,203,18,1,18,0,0,0,0,0,1,0,0,0,0,0
1,410,4,8,20,0,1,2,0,0,0,1,0,0,0,0
1,128,20,2,24,1,0,1,0,0,0,0,0,0,0,0
0,66,10,2,16,0,0,1,0,0,0,0,0,0,0,0
1,104,28,1,28,0,0,0,1,0,0,0,0,0,0,0
0,178,18,2,26,1,0,1,0,0,0,0,0,0,0,0
1,164,4,7,38,1,0,1,0,1,1,0,0,0,0,0
1,273,8,2,16,0,0,1,0,0,0,0,0,0,0,0
0,170,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,236,8,12,44,1,1,2,0,3,2,0,0,0,0,1
1,93,14,3,28,1,0,0,0,1,1,0,0,0,0,0
0,84,6,1,6,0,0,0,0,0,0,0,0,0,0,1
0,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,76,20,1,20,0,0,0,0,0,0,1,0,0,0,0
1,297,34,12,94,1,0,7,1,2,1,0,0,0,0,0
0,145,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,136,12,2,16,0,1,0,0,0,0,0,0,0,0,0
1,75,16,1,16,0,0,0,0,0,0,1,0,0,0,1
1,159,10,3,22,1,0,0,0,0,0,0,0,0,0,0
1,276,24,2,32,0,0,0,2,0,0,0,0,0,0,0
0,53,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,175,36,1,36,0,0,0,0,0,0,1,0,0,0,0
0,173,16,8,44,3,1,1,1,1,1,0,0,0,0,0
1,67,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,277,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,242,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,73,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,19,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,341,2,3,12,0,0,0,0,0,0,0,0,0,0,0
1,354,4,12,48,2,2,0,3,0,0,2,0,0,0,0
1,225,26,11,58,2,1,4,0,1,1,2,0,0,0,0
1,285,4,9,40,1,0,2,0,0,1,0,0,0,0,0
1,259,14,2,18,0,0,1,0,0,0,0,0,0,0,0
1,310,16,8,54,2,0,1,2,1,1,1,0,0,0,0
0,130,22,2,24,1,1,0,0,0,0,0,0,0,0,1
1,166,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,148,4,5,22,0,0,0,0,2,0,0,0,0,0,1
1,156,6,5,16,0,0,2,0,0,0,0,0,0,0,0
1,200,26,1,26,1,0,0,0,0,0,0,0,0,0,0
1,137,18,2,20,1,0,0,0,0,0,1,0,0,0,0
1,117,34,1,34,0,0,1,0,0,0,0,0,0,0,0
1,218,10,2,18,0,0,1,0,0,0,0,0,0,0,0
0,54,20,1,20,0,0,0,0,1,0,0,0,0,0,0
1,185,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,336,12,7,36,1,0,1,0,3,0,1,0,0,0,0
1,284,14,10,70,2,1,2,2,1,1,1,1,0,0,0
0,310,12,2,18,1,0,0,0,0,0,0,0,0,0,0
1,203,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,74,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,238,24,3,36,0,0,0,2,0,0,1,0,0,0,0
1,262,16,1,16,0,0,0,0,0,0,1,0,0,0,0
1,49,24,1,24,1,0,0,0,0,0,0,0,0,0,0
0,295,30,2,34,0,0,0,0,2,0,0,0,0,0,0
0,81,16,1,16,0,0,0,1,0,0,0,0,0,0,1
1,305,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,254,32,1,32,1,0,0,0,0,0,0,0,0,0,0
0,159,20,2,24,0,0,0,1,0,1,0,0,0,0,0
0,287,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,194,30,1,30,1,0,0,0,0,0,0,0,0,0,0
1,98,12,6,38,1,0,2,0,1,0,1,0,0,0,0
1,351,10,9,62,2,1,2,1,0,2,0,1,0,2,1
1,156,10,5,34,1,0,1,1,0,1,0,0,0,0,0
1,277,10,3,22,1,0,1,0,0,0,0,0,0,0,0
0,160,24,10,50,2,0,1,2,1,1,3,0,0,0,0
0,215,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,399,14,8,48,0,0,2,0,1,2,3,1,1,1,1
1,68,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,303,16,2,22,0,0,1,0,0,1,0,0,0,0,0
0,156,2,3,12,0,0,0,0,0,0,0,0,0,0,0
1,191,22,2,24,0,0,1,1,0,0,0,0,0,0,0
1,32,16,1,16,0,1,0,0,0,0,0,0,0,0,0
1,93,14,2,16,0,0,1,0,0,1,0,0,0,0,0
0,266,32,2,40,0,0,0,2,0,0,0,0,0,0,0
1,296,14,1,14,0,0,1,0,0,0,0,0,0,0,0
0,63,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,132,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,143,14,1,14,0,0,0,0,0,0,0,0,0,0,1
1,294,16,1,16,0,0,0,1,0,0,0,0,0,0,0
0,17,4,1,4,0,0,0,0,0,0,0,0,0,0,1
0,422,26,12,82,2,2,3,0,1,1,3,2,0,0,0
0,340,14,10,70,2,2,1,1,1,1,2,0,0,0,0
1,139,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,53,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,39,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,113,8,2,14,0,0,1,0,0,0,0,0,0,0,0
0,307,18,4,28,1,0,1,0,1,1,0,0,0,0,0
0,104,6,5,18,1,0,0,0,0,1,1,0,0,0,0
1,184,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,245,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,204,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,292,4,5,28,1,0,2,0,0,0,1,1,0,0,0
1,158,16,7,44,0,2,1,2,0,0,2,1,0,0,0
1,374,2,10,26,2,1,0,0,0,0,0,0,0,0,1
0,284,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,216,2,2,8,0,0,0,0,0,0,0,0,0,0,0
0,202,16,2,18,0,0,2,0,0,0,0,0,0,0,0
1,251,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,206,14,4,28,0,0,2,0,1,1,0,0,0,0,1
1,66,32,1,32,1,0,0,0,0,0,0,0,0,0,0
1,301,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,280,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,327,12,10,66,2,1,3,1,0,0,2,0,0,0,0
0,15,34,1,34,0,0,0,1,0,0,0,0,0,0,0
1,413,30,11,54,2,1,1,0,4,2,1,0,0,0,1
1,83,4,5,26,0,0,2,0,0,1,0,0,0,0,0
1,248,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,49,12,3,26,0,1,1,0,0,0,0,0,0,0,0
1,273,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,384,14,11,70,1,3,0,1,1,4,1,0,0,0,1
0,159,4,10,46,2,1,1,2,0,2,1,0,0,0,0
0,275,10,4,18,2,1,0,0,0,0,0,0,0,0,0
0,411,28,8,76,1,0,3,1,1,1,1,0,0,0,0
1,76,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,219,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,367,20,8,44,2,0,2,1,1,0,2,0,0,0,0
1,191,20,8,44,3,1,2,0,1,1,0,0,0,0,0
0,49,16,3,22,1,0,0,1,0,1,0,0,0,0,0
0,330,4,4,14,0,1,0,0,0,0,0,0,0,0,0
1,293,14,11,56,3,1,3,2,1,1,0,0,0,0,0
1,279,28,1,28,0,0,0,0,0,1,0,0,0,0,0
1,98,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,358,6,10,50,1,2,0,1,1,1,0,0,1,1,0
1,325,12,2,18,1,0,0,0,0,0,0,0,0,0,0
1,243,14,1,14,0,0,0,0,0,0,0,0,0,0,0
0,276,22,4,40,1,0,3,0,0,0,0,0,0,0,0
1,91,2,6,28,0,0,0,0,1,0,1,0,0,0,0
1,211,34,8,70,1,0,3,1,2,1,0,0,0,0,0
1,69,8,3,20,0,0,0,0,0,0,2,0,0,0,0
1,350,4,7,38,2,0,3,1,0,0,0,0,0,0,0
1,234,8,8,40,0,2,0,0,0,3,2,0,0,0,1
1,323,12,2,18,0,0,1,0,0,0,0,0,0,0,0
1,338,14,3,30,1,1,0,1,0,0,0,0,0,0,0
0,231,20,2,26,0,0,1,0,0,0,1,0,0,0,0
1,128,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,243,12,2,18,1,0,0,0,0,0,0,0,0,0,0
0,98,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,139,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,56,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,190,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,298,12,6,24,0,1,1,0,1,2,0,0,0,0,0
1,219,14,12,52,5,0,2,2,1,1,1,0,0,0,0
1,49,34,1,34,0,0,1,0,0,0,0,0,0,0,0
0,377,14,12,60,3,2,1,2,1,1,2,0,0,0,0
0,324,34,4,54,1,0,1,0,0,0,2,1,0,0,0
1,225,34,1,34,0,0,1,0,0,0,0,0,0,0,0
0,365,10,12,44,2,2,4,0,1,1,1,0,0,0,1
1,259,10,2,16,0,0,1,0,0,0,0,0,0,0,0
0,216,16,11,58,2,1,2,3,2,0,1,0,0,0,0
1,263,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,172,14,7,36,0,0,0,0,1,2,3,0,0,0,1
0,318,2,3,14,0,0,0,0,0,1,0,0,0,0,0
0,304,28,2,32,0,0,1,0,1,0,0,0,0,0,0
1,100,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,148,16,1,16,0,0,0,0,0,1,0,0,0,0,0
1,396,12,9,44,1,1,2,0,0,1,2,0,0,0,1
0,282,10,12,66,1,1,2,1,1,2,3,0,0,0,1
1,235,12,11,36,3,2,2,2,0,0,1,0,0,0,0
1,206,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,191,14,2,20,1,0,0,0,1,0,0,0,0,0,0
0,58,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,325,16,2,18,0,0,2,0,0,0,0,1,0,0,0
1,109,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,191,16,4,24,0,0,2,2,0,0,0,0,0,0,0
1,40,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,127,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,162,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,260,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,91,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,264,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,310,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,225,2,10,52,5,1,2,0,0,0,0,0,0,0,0
1,95,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,243,28,1,28,0,1,0,0,0,0,0,0,0,0,1
0,53,12,2,18,1,0,0,0,0,0,0,0,0,0,0
0,210,14,10,60,4,1,3,2,0,0,0,1,0,0,0
1,320,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,342,8,4,22,1,0,1,1,0,0,0,1,0,0,0
1,195,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,374,10,5,30,2,0,1,1,0,0,0,1,0,0,0
0,251,12,2,18,1,0,0,0,0,0,0,0,0,0,0
0,124,2,4,22,0,0,1,1,0,0,0,0,0,0,0
1,223,8,4,20,0,0,2,0,0,0,0,1,0,0,0
1,282,10,5,32,1,0,1,1,0,0,1,0,0,0,0
1,314,10,7,42,0,0,3,0,2,0,1,0,0,0,0
1,118,16,1,16,0,0,0,0,0,0,1,0,0,0,0
0,451,6,11,68,2,2,2,0,2,0,0,1,1,0,0
1,242,14,2,20,0,0,1,0,0,0,0,0,0,0,0
1,143,14,7,54,1,0,2,1,0,3,0,1,0,0,0
1,284,18,7,38,1,0,3,2,0,0,1,0,0,0,0
0,325,8,3,16,0,0,0,0,0,0,1,0,0,0,0
0,271,10,1,10,0,0,0,0,0,0,0,0,0,0,1
0,196,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,278,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,417,14,12,44,2,1,2,3,1,1,2,0,0,0,0
1,235,12,8,40,2,0,1,0,2,2,0,0,1,1,0
1,320,16,6,46,2,0,1,2,0,0,1,0,0,0,0
1,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,131,14,2,22,1,0,1,0,0,0,0,0,0,0,0
0,190,18,1,18,0,0,0,1,0,0,0,0,0,0,0
1,260,6,7,38,1,0,4,1,0,0,0,0,0,0,0
0,103,14,6,48,2,0,1,1,1,0,1,0,0,0,0
1,212,6,10,42,1,1,2,0,0,0,2,0,0,0,0
0,96,12,4,28,1,1,0,0,0,0,1,0,0,0,0
1,180,14,2,20,0,1,0,0,0,0,0,0,0,0,0
1,96,28,4,44,2,0,0,0,0,1,1,0,0,0,0
0,75,14,4,38,2,0,1,0,0,1,0,0,0,0,0
0,220,16,5,40,0,2,1,1,0,0,1,0,0,0,0
0,209,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,156,16,4,24,1,0,2,1,0,0,0,1,0,0,0
1,59,30,2,36,1,0,0,0,0,0,1,0,0,0,0
1,219,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,242,6,2,14,0,0,0,1,0,0,0,0,0,0,0
0,214,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,206,32,2,36,0,0,1,0,0,1,0,0,0,0,0
1,59,16,1,16,0,0,0,1,0,0,0,0,0,0,1
1,207,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,271,10,4,28,1,1,0,0,0,0,1,0,0,0,0
1,303,10,9,34,2,1,1,2,0,0,2,1,0,0,0
1,143,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,60,14,4,28,0,0,1,0,0,1,1,1,0,1,1
1,65,12,2,14,1,0,0,0,0,0,0,0,0,0,0
1,87,22,2,30,1,0,0,0,1,0,0,0,0,0,0
1,257,34,9,66,2,0,1,2,2,0,2,1,1,0,0
1,270,16,2,22,0,0,1,0,0,1,0,0,0,0,0
1,334,4,11,38,1,0,0,0,0,0,2,0,0,0,0
1,334,4,10,46,1,2,2,1,1,1,0,0,0,0,0
1,214,16,7,36,2,1,1,0,1,1,1,0,0,0,0
1,149,14,3,24,0,0,1,1,0,0,1,0,0,0,0
1,202,12,2,16,0,0,1,0,0,0,0,0,0,0,0
1,49,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,179,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,250,14,3,30,0,1,0,0,1,1,0,0,0,0,0
1,100,16,2,20,2,0,0,0,0,0,0,0,0,0,0
1,116,10,2,18,1,0,0,0,0,0,0,0,0,0,0
1,154,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,160,12,8,40,1,1,3,0,0,1,1,0,0,0,0
0,201,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,110,6,3,20,0,0,1,0,0,0,0,0,0,0,0
1,61,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,271,30,6,46,0,1,2,1,1,0,1,0,0,0,0
1,388,12,8,54,2,1,1,0,1,1,1,0,0,0,0
1,345,20,11,84,1,0,1,0,2,3,4,0,0,0,1
1,403,24,9,64,2,1,2,1,1,1,1,0,0,0,0
1,157,12,6,38,0,0,2,1,0,1,0,1,0,1,0
1,176,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,247,34,1,34,0,0,0,0,0,0,1,0,0,0,0
1,59,22,1,22,0,0,0,0,0,0,1,0,0,0,0
1,202,8,11,32,1,0,1,1,0,1,3,0,0,0,1
0,272,20,7,40,2,1,2,0,0,0,2,0,0,0,0
0,311,28,8,60,3,0,2,0,2,1,0,0,0,0,0
0,364,10,5,24,1,0,1,0,0,0,1,0,0,0,1
1,301,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,68,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,254,24,1,24,0,1,0,0,0,0,0,0,0,0,0
1,296,16,3,32,0,0,3,0,0,0,0,0,0,0,0
1,145,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,248,36,1,36,0,1,0,0,0,0,0,0,0,0,0
0,140,22,2,28,0,0,1,0,1,0,0,0,0,0,0
1,336,2,10,24,2,0,0,0,0,1,3,0,0,0,1
1,121,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0
